"","fte_pollster_name","pollster","id","type","date","confidenceInterval","sampleSize","marginError","partisan","spread.name","spread.affiliation","spread.value","spread.color","updated","link","data_start_date","data_end_date","pollster_type","name","affiliation","value","color","Biden","Sanders","Warren","Bloomberg","Buttigieg","Klobuchar","Harris","O'Rourke","Yang","Gabbard","Booker","Steyer","Bennet","Patrick","Delaney","Castro","Williamson","Bullock","Sestak","Messam","Ryan","de Blasio","Gillibrand","Inslee","Hickenlooper","Moulton","Swalwell","Gravel","Brown","Holder","Clinton","McAuliffe","Pollster.Rating.ID","X..of.Polls","NCPP...AAPOR...Roper","Live.Caller.With.Cellphones","Methodology","Banned.by.538","Historical.Advanced.Plus.Minus","Predictive....Plus.Minus","X538.Grade","Mean.Reverted.Bias","Races.Called.Correctly","Misses.Outside.MOE","Simple.Average.Error","Simple.Expected.Error","Simple.Plus.Minus","Advanced.Plus.Minus","Mean.Reverted.Advanced.Plus.Minus","Predictive.Plus.Minus","X..of.Polls.for.Bias.Analysis","Bias","Mean.Reverted.Bias.1","House.Effect","Average.Distance.from.Polling.Average..ADPA.","Herding.Penalty"
"216","YouGov","Economist/YouGov","124828","poll","11/3 - 11/5","","1201 RV","3.0","",Biden,,+1.0,#009900,2019-11-06 10:26:40,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/cseozthmrp/econTabReport.pdf",2019-11-03,2019-11-05,"1","Biden","","+1.0","#009900",26,14.0,25,NA, 8, 2, 6,NA, 1, 3, 2, 1, 0,NA, 1, 3, 1, 1, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"90","Monmouth University","Monmouth","124825","poll","10/30 - 11/3",""," RV","","",Tie,,,,2019-11-06 09:58:47,"https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_110619/",2019-10-30,2019-11-03,"1","Tie","","","",23,20.0,23,NA, 9, 2, 5,NA, 3, 0, 3, 1, 0,NA, 0, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,100,"yes","yes","Live","no",-1.9,-1.5,"A+","D +1.3","80%","21%",5.2,6.5,-1.1,-1.9,-1.6,-1.5, 70,"D +1.8","D +1.3","R +0.5",5.1,0.20
"108","Morning Consult","Politico/Morning Consult","124778","poll","10/28 - 11/3","","16071 RV","","",Biden,,+12.0,#009900,2019-11-05 09:45:08,"https://morningconsult.com/2020-democratic-primary-2-2/",2019-10-28,2019-11-03,"1","Biden","","+12.0","#009900",32,20.0,20,NA, 7, 2, 5,NA, 3, 2, 2, 1, 1,NA, 1, 1, 1, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"211","USC Dornsife/LA Times","LA Times/USC","124864","poll","10/21 - 11/3","","2599 LV","2.0","",Biden,,+12.0,#009900,2019-11-07 11:08:55,"https://www.latimes.com/politics/story/2019-11-04/usc-la-times-november-poll",2019-10-21,2019-11-03,"1","Biden","","+12.0","#009900",28,13.0,16,NA, 6, 2, 4, 2, 2, 1, 1, 1, 0,NA, 0, 0, 1, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,  6,"yes","no","Online","no", 3.5, 1.2,"B/C°","D +0.3","67%","83%",5.3,3.1, 2.3, 3.5, 0.8, 1.2,  6,"D +1.2","D +0.3","D +1.1",9.0,0.00
"274",NA,"The Hill/HarrisX","124865","poll","11/1 - 11/2","","429 RV","","",Biden,,+11.0,#009900,2019-11-07 16:30:10,"https://thehill.com/hilltv/rising/469490-poll-biden-support-hits-record-low-of-26-percent",2019-11-01,2019-11-02,"1","Biden","","+11.0","#009900",26,14.0,15,NA, 6, 3, 6,NA, 1, 1, 2, 1, 1,NA, 1, 2, 1, 1, 1, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Harris Insights & Analytics","Harvard-Harris","124690","poll","10/29 - 10/31",""," RV","","",Biden,,+15.0,#009900,2019-11-02 11:42:48,"https://harvardharrispoll.com/wp-content/uploads/2019/11/HHP_October19_Topline_RegisteredVoters.pdf",2019-10-29,2019-10-31,"1","Biden","","+15.0","#009900",33,18.0,15,NA, 4, 3, 5, 2, 2, 0, 3, 1,NA,NA, 0, 0, 1,NA,NA, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"71","IBD/TIPP","IBD/TIPP","124766","poll","10/24 - 10/31","","361 RV","","",Biden,,+6.0,#009900,2019-11-04 14:19:42,"https://www.investors.com/news/joe-biden-leads-elizabeth-warren-both-beat-trump-2020-election-ibd-tipp/",2019-10-24,2019-10-31,"1","Biden","","+6.0","#009900",29,13.0,23,NA, 7, 3, 2, 1, 3, 0, 1, 1, 0,NA, 0, 1, 1, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144, 22,"yes","yes","Live","no",-2.0,-1.1,"A/B°","R +0.8","73%","5%",2.1,4.0,-1.7,-2.0,-0.9,-1.1, 22,"R +1.8","R +0.8","R +1.3",3.4,0.23
"3","ABC News/Washington Post","ABC News/Wash Post","124703","poll","10/27 - 10/30","","452 RV","5.5","",Biden,,+5.0,#009900,2019-11-03 00:21:50,"https://www.langerresearch.com/wp-content/uploads/1208a32020Democrats.pdf",2019-10-27,2019-10-30,"1","Biden","","+5.0","#009900",28,17.0,23,NA, 9, 2, 2, 1, 2, 2, 2, 1, 1,NA, 1, 1, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  3, 63,"yes","yes","Live","no",-1.5,-1.3,"A+","D +0.6","79%","5%",2.8,4.6,-1.7,-1.5,-1.1,-1.3, 58,"D +0.9","D +0.6","D +1.5",3.8,0.02
"42","Fox News/Beacon Research/Shaw & Co. Research","FOX News","124704","poll","10/27 - 10/30","","471 RV","3.0","",Biden,,+10.0,#009900,2020-01-08 12:21:00,"https://www.foxnews.com/politics/fox-news-poll-biden-leads-nomination-race-tops-trump-by-12-points-in-matchup",2019-10-27,2019-10-30,"1","Biden","","+10.0","#009900",31,19.0,21,NA, 7, 2, 3, 2, 3, 2, 2, 1, 0,NA, 0, 0, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103, 40,"yes","yes","Live","no",-0.5,-0.5,"A-","D +1.5","71%","38%",5.6,5.7, 0.1,-0.5,-0.3,-0.5, 25,"D +2.7","D +1.5","D +1.0",4.9,0.00
"177","NBC News/Wall Street Journal","NBC News/Wall St. Jrnl","124724","poll","10/27 - 10/30","","414 RV","3.7","",Biden,,+4.0,#009900,2020-01-08 12:18:27,"https://www.documentcloud.org/documents/6538104-19433-NBCWSJ-Late-October-Poll.html",2019-10-27,2019-10-30,"1","Biden","","+4.0","#009900",27,19.0,23,NA, 6, 5, 4, 1, 3, 2, 2, 0, 1,NA, 0, 1, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221, 29,"yes","yes","Live","no",-0.6,-0.4,"A/B°","D +0.8","74%","14%",4.0,5.0,-0.8,-0.6,-0.3,-0.4, 24,"D +1.7","D +0.8","D +1.3",2.9,0.53
"248","YouGov","Economist/YouGov","124621","poll","10/27 - 10/29","","597 RV","","",Biden,,+4.0,#009900,2019-10-30 09:27:09,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf",2019-10-27,2019-10-29,"1","Biden","","+4.0","#009900",27,14.0,23,NA, 7, 2, 4, 4, 3, 2, 1, 1, 1,NA, 0, 1, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"104","Morning Consult","Politico/Morning Consult","124571","poll","10/21 - 10/27","","15431 RV","","",Biden,,+12.0,#009900,2019-10-29 16:34:57,"https://morningconsult.com/2020-democratic-primary-2/",2019-10-21,2019-10-27,"1","Biden","","+12.0","#009900",32,20.0,20,NA, 7, 2, 6, 2, 3, 2, 2, 1, 1,NA, 1, 1, 1, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"200","Suffolk University","USA Today/Suffolk","124651","poll","10/23 - 10/26","","1000 RV","","",Biden,,+9.0,#009900,2019-10-30 14:56:53,"https://www.usatoday.com/story/news/politics/elections/2019/10/30/poll-biden-slips-warren-rises-sanders-buttigieg-top-tier/4096461002/",2019-10-23,2019-10-26,"1","Biden","","+9.0","#009900",26,13.0,17,NA,10, 2, 3, 0, 3, 4, 2, 1, 0,NA, 0, 0, 1, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323, 79,"no","yes","Live","no",-0.8,-0.4,"A-","D +0.5","80%","24%",4.9,6.5,-1.5,-0.8,-0.6,-0.4, 49,"D +0.8","D +0.5","D +1.8",5.8,0.00
"239","YouGov","Economist/YouGov","124472","poll","10/20 - 10/22","","1204 RV","2.9","",Biden,,+1.0,#009900,2019-10-23 14:06:40,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/s96v7z4zoa/econTabReport.pdf",2019-10-20,2019-10-22,"1","Biden","","+1.0","#009900",24,16.0,23,NA, 8, 2, 5, 2, 3, 2, 3, 1, 1,NA, 0, 1, 1, 0, 0, 0, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"282",NA,"The Hill/HarrisX","124408","poll","10/21 - 10/22","","1001 RV","3.1","",Biden,,+8.0,#009900,2019-10-22 15:11:54,"https://thehill.com/hilltv/rising/466927-warren-overtakes-sanders-in-new-poll",2019-10-21,2019-10-22,"1","Biden","","+8.0","#009900",27,14.0,19,NA, 6, 1, 5, 3, 2, 0, 1, 1, 1,NA, 0, 1, 0, 0, 1, 1, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Emerson College","Emerson","124402","poll","10/18 - 10/21","","430 RV","4.7","",Biden,,+2.0,#009900,2019-10-22 12:25:47,"https://emersonpolling.reportablenews.com/pr/october-national-poll-biden-sanders-warren-maintain-front-runner-status-in-democratic-primary",2019-10-18,2019-10-21,"1","Biden","","+2.0","#009900",27,25.0,21,NA, 6, 1, 5, 2, 4, 3, 3, 1, 0,NA, 0, 0, 0, 0, 0,NA, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 88,142,"yes","no","IVR/Online","no",-1.1,-0.5,"A-","R +0.0","81%","18%",5.0,6.1,-0.9,-1.1,-1.0,-0.5,113,"R +0.0","R +0.0","R +1.4",4.8,0.23
"183","Quinnipiac University","Quinnipiac","124529","poll","10/17 - 10/21","","713 RV","4.6","",Warren,,+7.0,#996600,2019-10-24 08:33:09,"https://poll.qu.edu/national/release-detail?ReleaseID=3646",2019-10-17,2019-10-21,"1","Warren","","+7.0","#996600",21,15.0,28,NA,10, 3, 5, 1, 1, 1, 1, 1, 0,NA, 0, 1, 0, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"9","CNN/Opinion Research Corp.","CNN","124433","poll","10/17 - 10/20","","424 RV","","",Biden,,+15.0,#009900,2019-10-23 08:27:32,"https://cdn.cnn.com/cnn/2019/images/10/22/rel12b.-.2020.pdf",2019-10-17,2019-10-20,"1","Biden","","+15.0","#009900",34,16.0,19,NA, 6, 3, 6, 3, 2, 1, 1, 1, 1,NA, 0, 0, 0, 0, 0,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 37, 98,"yes","yes","Live","no",-0.2,-0.1,"B+","D +0.1","72%","24%",5.4,6.0,-0.4,-0.2,-0.2,-0.1, 70,"D +0.1","D +0.1","D +0.2",4.6,0.20
"123","Morning Consult","Politico/Morning Consult","124382","poll","10/16 - 10/20","","11521 RV","","",Biden,,+9.0,#009900,2019-10-22 15:08:25,"https://morningconsult.com/2020-democratic-primary-2/",2019-10-16,2019-10-20,"1","Biden","","+9.0","#009900",30,18.0,21,NA, 6, 2, 6, 3, 3, 1, 3, 1, 1,NA, 1, 1, 1, 1,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"163","Morning Consult","Politico/Morning Consult","124370","poll","10/16 - 10/16","","2202 RV","","",Biden,,+10.0,#009900,2019-10-17 16:17:04,"https://morningconsult.com/2020-democratic-primary-2/",2019-10-16,2019-10-16,"1","Biden","","+10.0","#009900",31,18.0,21,NA, 6, 2, 7, 2, 3, 1, 2, 2, 1,NA, 1, 1, 1, 1,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"206","SurveyUSA","SurveyUSA","124375","poll","10/15 - 10/16","","1071 LV","3.7","",Biden,,+10.0,#009900,2019-10-21 14:24:05,"http://www.surveyusa.com/client/PollReport.aspx?g=3f8c15c0-bab5-4d13-b944-5b368f707417",2019-10-15,2019-10-16,"1","Biden","","+10.0","#009900",32,17.0,22,NA, 5, 2, 7, 2, 2, 1, 2, 1,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,790,"yes","partial","IVR/Online/Live","no",-1.1,-0.8,"A","D +0.1","90%","19%",4.6,5.9,-1.1,-1.1,-1.0,-0.8,628,"D +0.1","D +0.1","R +0.3",5.0,0.12
"242","YouGov","Economist/YouGov","124321","poll","10/13 - 10/15","","1136 RV","3.0","",Warren,,+4.0,#996600,2019-10-16 09:48:00,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/kvoamfqbbo/econTabReport.pdf",2019-10-13,2019-10-15,"1","Warren","","+4.0","#996600",25,13.0,29,NA, 7, 2, 5, 2, 2, 3, 1, 1, 1,NA, 1, 0, 0, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"189","Quinnipiac University","Quinnipiac","124253","poll","10/11 - 10/13",""," RV","","",Warren,,+3.0,#996600,2019-10-14 15:03:17,"https://poll.qu.edu/national/release-detail?ReleaseID=3644",2019-10-11,2019-10-13,"1","Warren","","+3.0","#996600",27,11.0,30,NA, 8, 2, 4, 2, 2, 0, 2, 2, 1,NA, 0, 1, 0, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"133","Morning Consult","Politico/Morning Consult","124273","poll","10/7 - 10/12","","15683 RV","","",Biden,,+11.0,#009900,2019-10-16 08:17:36,"https://morningconsult.com/2020-democratic-primary-2/",2019-10-07,2019-10-12,"1","Biden","","+11.0","#009900",32,19.0,21,NA, 5, 1, 6, 3, 3, 1, 2, 1, 1,NA, 1, 1, 1, 1,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"38","Fox News/Beacon Research/Shaw & Co. Research","FOX News","124241","poll","10/6 - 10/8",""," ","","",Biden,,+10.0,#009900,2019-10-10 17:58:17,"https://www.scribd.com/document/429686638/Fox-News-Poll-October-6-8-2019",2019-10-06,2019-10-08,"1","Biden","","+10.0","#009900",32,17.0,22,NA, 4, 2, 5, 3, 2, 1, 2, 1, 1,NA, 0, 1, 1, 0, 0, 0, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103, 40,"yes","yes","Live","no",-0.5,-0.5,"A-","D +1.5","71%","38%",5.6,5.7, 0.1,-0.5,-0.3,-0.5, 25,"D +2.7","D +1.5","D +1.0",4.9,0.00
"217","YouGov","Economist/YouGov","124133","poll","10/6 - 10/8","","561 RV","","",Warren,,+4.0,#996600,2020-03-02 10:12:05,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/x3neaunoh2/econTabReport.pdf",2019-10-06,2019-10-08,"1","Warren","","+4.0","#996600",25,14.0,29,NA, 5, 1, 5, 1, 3, 1, 1, 1, 0,NA, 1, 1, 0, 2, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"191","Quinnipiac University","Quinnipiac","124051","poll","10/4 - 10/7","","646 RV","","",Warren,,+3.0,#996600,2019-10-08 15:07:29,"https://poll.qu.edu/national/release-detail?ReleaseID=3643",2019-10-04,2019-10-07,"1","Warren","","+3.0","#996600",26,16.0,29,NA, 4, 2, 3, 1, 3, 0, 2, 0, 1,NA, 0, 1, 0, 0, 0, 0, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"259",NA,"The Hill/HarrisX","124252","poll","10/6 - 10/7","","446 RV","","",Biden,,+14.0,#009900,2019-10-14 15:37:18,"https://thehill.com/hilltv/rising/465694-democratic-support-for-warren-climbs-to-record-high-in-new-poll",2019-10-06,2019-10-07,"1","Biden","","+14.0","#009900",31,17.0,15,NA, 4, 2, 6, 4, 2, 1, 1, 2, 1,NA, 0, 1, 1, 0, 0, 0, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Morning Consult","Politico/Morning Consult","124039","poll","9/30 - 10/6","","16529 RV","","",Biden,,+12.0,#009900,2019-10-07 22:38:09,"https://morningconsult.com/2020-democratic-primary-2/",2019-09-30,2019-10-06,"1","Biden","","+12.0","#009900",33,19.0,21,NA, 5, 1, 6, 3, 3, 1, 2, 1, 1,NA, 1, 1, 1, 1,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"73","IBD/TIPP","IBD/TIPP","124017","poll","9/26 - 10/3","","341 RV","","",Warren,,+1.0,#996600,2019-10-07 08:39:01,"https://www.investors.com/politics/americans-back-trump-impeachment-ukraine-scandal-biden-probe/",2019-09-26,2019-10-03,"1","Warren","","+1.0","#996600",26,10.0,27,NA, 7, 1, 3, 2, 3, 1, 0, 0, 0,NA, 0, 1, 0, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144, 22,"yes","yes","Live","no",-2.0,-1.1,"A/B°","R +0.8","73%","5%",2.1,4.0,-1.7,-2.0,-0.9,-1.1, 22,"R +1.8","R +0.8","R +1.3",3.4,0.23
"254","YouGov","Economist/YouGov","123930","poll","9/28 - 10/1","","1087 RV","3.1","",Warren,,+6.0,#996600,2019-10-02 10:39:52,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/eb2rrb9ofh/econTabReport.pdf",2019-09-28,2019-10-01,"1","Warren","","+6.0","#996600",22,13.0,28,NA, 7, 1, 5, 3, 3, 2, 2, 1, 2,NA, 0, 1, 0, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"96","Monmouth University","Monmouth","123933","poll","9/23 - 9/29","","434 RV","4.7","",Warren,,+3.0,#996600,2019-10-02 10:58:05,"https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_100219/",2019-09-23,2019-09-29,"1","Warren","","+3.0","#996600",25,15.0,28,NA, 5, 1, 5, 1, 2, 0, 1, 1, 0,NA, 0, 1, 2, 0, 0,NA, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,100,"yes","yes","Live","no",-1.9,-1.5,"A+","D +1.3","80%","21%",5.2,6.5,-1.1,-1.9,-1.6,-1.5, 70,"D +1.8","D +1.3","R +0.5",5.1,0.20
"144","Morning Consult","Politico/Morning Consult","123899","poll","9/23 - 9/29","","16274 RV","","",Biden,,+11.0,#009900,2019-09-30 22:28:49,"https://morningconsult.com/2020-democratic-primary/",2019-09-23,2019-09-29,"1","Biden","","+11.0","#009900",32,19.0,21,NA, 5, 1, 6, 3, 3, 1, 3, 1, 1,NA, 1, 1, 1, 1,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"50","Harris Insights & Analytics","Harvard-Harris","123802","poll","9/22 - 9/24","","2009 RV","","",Biden,,+11.0,#009900,2019-09-26 15:50:44,"https://harvardharrispoll.com/wp-content/uploads/2019/09/HHP_September2019_Topline_RegisteredVoters.pdf",2019-09-22,2019-09-24,"1","Biden","","+11.0","#009900",28,16.0,17,NA, 3, 1, 6, 3, 3, 1, 2, 2,NA,NA, 0, 2, 0,NA,NA, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"226","YouGov","Economist/YouGov","123777","poll","9/22 - 9/24","","1198 RV","2.9","",Warren,,+1.0,#996600,2019-09-25 10:53:17,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf",2019-09-22,2019-09-24,"1","Warren","","+1.0","#996600",26,16.0,27,NA, 6, 1, 4, 2, 2, 1, 0, 0, 1,NA, 1, 0, 0, 1, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"29","Emerson College","Emerson","123749","poll","9/21 - 9/23","","1019 RV","3.0","",Biden,,+2.0,#009900,2019-09-24 12:27:29,"https://emersonpolling.reportablenews.com/pr/september-national-poll-warren-surges-biden-slips-and-sanders-holds-creating-three-way-dead-heat-for-the-nomination",2019-09-21,2019-09-23,"1","Biden","","+2.0","#009900",25,22.0,23,NA, 6, 0, 4, 1, 8, 1, 2, 0, 0,NA, 0, 2, 1, 0, 1, 0, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 88,142,"yes","no","IVR/Online","no",-1.1,-0.5,"A-","R +0.0","81%","18%",5.0,6.1,-0.9,-1.1,-1.0,-0.5,113,"R +0.0","R +0.0","R +1.4",4.8,0.23
"184","Quinnipiac University","Quinnipiac","123759","poll","9/19 - 9/23","","561 RV","4.9","",Warren,,+2.0,#996600,2019-09-25 09:52:22,"https://poll.qu.edu/images/polling/us/us09252019_umpj13.pdf/",2019-09-19,2019-09-23,"1","Warren","","+2.0","#996600",25,16.0,27,NA, 7, 2, 3, 2, 2, 1, 0, 0, 1,NA, 0, 2, 0, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"145","Morning Consult","Politico/Morning Consult","123746","poll","9/16 - 9/22","","17377 RV","","",Biden,,+12.0,#009900,2019-09-23 22:38:30,"https://morningconsult.com/2020-democratic-primary/",2019-09-16,2019-09-22,"1","Biden","","+12.0","#009900",32,19.0,20,NA, 5, 2, 6, 3, 3, 1, 3, 1, 1,NA, 1, 1, 1, 1,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"286",NA,"The Hill/HarrisX","123742","poll","9/20 - 9/21","","440 RV","","",Biden,,+15.0,#009900,2019-09-23 16:37:13,"https://thehill.com/hilltv/rising/462617-biden-extends-lead-over-warren-sanders?rnd=1569259636",2019-09-20,2019-09-21,"1","Biden","","+15.0","#009900",31,16.0,14,NA, 5, 2, 5, 4, 2, 1, 2, 1, 1,NA, 1, 3, 0, 0,NA, 1, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
